0.0	0.0
1.0	27.94
2.0	27.44
3.0	26.84
4.0	26.69
5.0	26.82
6.0	26.33
7.0	28.14
8.0	30.51
9.0	34.11
10.0	35.78
11.0	36.29
12.0	36.8
13.0	38.43
14.0	39.04
15.0	39.26
16.0	37.8
17.0	36.34
18.0	31.05
19.0	28.78
20.0	27.98
21.0	27.555
22.0	27.13
23.0	26.98
24.0	26.9
25.0	26.73
26.0	26.77
27.0	26.81
28.0	26.64
29.0	26.47
30.0	27.11
31.0	27.75
32.0	29.92
33.0	32.7
34.0	33.92
35.0	26.71
36.0	33.57
37.0	34.41
38.0	34.92
39.0	35.23
40.0	34.78
41.0	34.33
42.0	29.58
43.0	27.92
44.0	27.38
45.0	26.74
46.0	26.65
47.0	26.38
48.0	25.89
49.0	25.21
50.0	24.47
51.0	24.66
52.0	24.85
53.0	24.79
54.0	24.04
55.0	27.13
56.0	30.265
57.0	33.4
58.0	33.62
59.0	35.93
60.0	36.16
61.0	38.08
62.0	39.03
63.0	39.98
64.0	39.2
65.0	36.43
66.0	30.75
67.0	28.37
68.0	27.58
69.0	27.19
70.0	26.91
71.0	26.88
72.0	26.92
73.0	26.64
74.0	26.43
75.0	26.01
76.0	25.34
77.0	25.255000000000003
78.0	25.17
79.0	27.895000000000003
80.0	30.62
81.0	34.25
82.0	35.02
83.0	29.18
84.0	27.95
85.0	30.8
86.0	29.79
87.0	30.83
88.0	33.33
89.0	30.77
90.0	28.21
91.0	17.20625
92.0	6.2025
93.0	12.405
94.0	24.81
95.0	24.81
96.0	24.81
97.0	24.85
98.0	24.31
99.0	23.88
100.0	23.63
101.0	23.5
102.0	23.7
103.0	26.615000000000002
104.0	29.53
105.0	23.155
106.0	16.78
107.0	33.56
108.0	34.62
109.0	35.64
110.0	36.73
111.0	38.42
112.0	37.01
113.0	32.91
114.0	29.09
115.0	27.7
116.0	27.31
117.0	27.03
118.0	26.37
119.0	25.85
120.0	25.01
121.0	24.78
122.0	24.77
123.0	24.73
124.0	24.88
125.0	25.13
126.0	25.12
127.0	27.85
128.0	32.32
129.0	34.67
130.0	36.32
131.0	36.35
132.0	37.105000000000004
133.0	37.86
134.0	39.07
135.0	38.489999999999995
136.0	37.91
137.0	36.29
138.0	27.7
